id    Ne_anc  NeA     r       mu      L       samp    chg_r   split_gen       chg_gen mig_gen SLiM_gen        m       m_chg   selection_coefficient
BTL-20921-NdnZ-0001	10000	285	1e-06	1e-06	100000	20	0.0286	17956	7897	6751	6465	0	0	0.11061875475266579
BTL-20921-NdnZ-0002	10000	552	1e-06	1e-06	100000	20	0.0552	60051	20456	17158	15442	0	0	0.07129696659171109
BTL-20921-NdnZ-0003	10000	1673	1e-06	1e-06	100000	20	0.1673	76018	32356	36502	15850	0	0	0.005409643627994854
BTL-20921-NdnZ-0004	10000	1219	1e-06	1e-06	100000	20	0.1220	55471	14363	25637	12411	0	0	0.009430378057587513
BTL-20921-NdnZ-0005	10000	1734	1e-06	1e-06	100000	20	0.1734	68233	17894	20817	22312	0	0	0.0033832842968075085
BTL-20921-NdnZ-0006	10000	1588	1e-06	1e-06	100000	20	0.1588	48331	19348	18562	13199	0	0	0.026705500773694858
BTL-20921-NdnZ-0007	10000	247	1e-06	1e-06	100000	20	0.0248	79300	25543	35088	34396	0	0	0.004758005536186967
BTL-20921-NdnZ-0008	10000	838	1e-06	1e-06	100000	20	0.0839	68697	21914	16866	18760	0	0	0.03837980356545994
BTL-20921-NdnZ-0009	10000	1576	1e-06	1e-06	100000	20	0.1576	75553	34658	19700	32930	0	0	0.01340683497941317
BTL-20921-NdnZ-0010	10000	252	1e-06	1e-06	100000	20	0.0253	19998	7075	8513	6423	0	0	0.1796410332629487
BTL-20921-NdnZ-0011	10000	1693	1e-06	1e-06	100000	20	0.1694	66586	27984	21870	23432	0	0	0.022248227289627127
BTL-20921-NdnZ-0012	10000	1395	1e-06	1e-06	100000	20	0.1396	38046	11762	13193	12692	0	0	0.0039854902176330274
BTL-20921-NdnZ-0013	10000	1986	1e-06	1e-06	100000	20	0.1986	33686	7454	12037	12050	0	0	0.003899505682508923
BTL-20921-NdnZ-0014	10000	752	1e-06	1e-06	100000	20	0.0752	10428	2643	2314	4753	0	0	0.0016785203738598079
BTL-20921-NdnZ-0015	10000	683	1e-06	1e-06	100000	20	0.0684	54652	12500	20313	21139	0	0	0.003032884363286835
BTL-20921-NdnZ-0016	10000	1743	1e-06	1e-06	100000	20	0.1743	20505	7334	8195	4513	0	0	0.009329232087855101
BTL-20921-NdnZ-0017	10000	1318	1e-06	1e-06	100000	20	0.1318	36330	11868	16248	7706	0	0	0.028013033933362064
BTL-20921-NdnZ-0018	10000	700	1e-06	1e-06	100000	20	0.0701	53626	16716	15850	12302	0	0	0.009570968124542953
BTL-20921-NdnZ-0019	10000	394	1e-06	1e-06	100000	20	0.0395	29640	8643	14677	7652	0	0	0.06458966928802552
BTL-20921-NdnZ-0020	10000	545	1e-06	1e-06	100000	20	0.0546	72508	26104	32533	14759	0	0	0.04369813154173248
BTL-20921-NdnZ-0021	10000	1158	1e-06	1e-06	100000	20	0.1158	10129	5016	2689	2454	0	0	0.012000465380350983
BTL-20921-NdnZ-0022	10000	1792	1e-06	1e-06	100000	20	0.1792	72142	30570	33281	26320	0	0	0.01832372069478292
BTL-20921-NdnZ-0023	10000	1443	1e-06	1e-06	100000	20	0.1444	63199	19372	24796	26002	0	0	0.0005377151561903199
BTL-20921-NdnZ-0024	10000	902	1e-06	1e-06	100000	20	0.0902	82696	22054	34597	22980	0	0	0.004469053380668748
BTL-20921-NdnZ-0025	10000	489	1e-06	1e-06	100000	20	0.0489	19685	6484	9646	6139	0	0	0.015119429966836911
BTL-20921-NdnZ-0026	10000	1784	1e-06	1e-06	100000	20	0.1785	56071	15381	19441	18324	0	0	0.0010959946391735015
BTL-20921-NdnZ-0027	10000	1388	1e-06	1e-06	100000	20	0.1389	59607	15335	17327	26855	0	0	0.0026912679542487215
BTL-20921-NdnZ-0028	10000	1541	1e-06	1e-06	100000	20	0.1541	25055	8408	8729	5678	0	0	0.024453393919694564
BTL-20921-NdnZ-0029	10000	1859	1e-06	1e-06	100000	20	0.1860	50154	16713	20033	22184	0	0	0.000704081013043666
BTL-20921-NdnZ-0030	10000	1338	1e-06	1e-06	100000	20	0.1339	21758	10064	4839	10176	0	0	0.003951895308592662
BTL-20921-NdnZ-0031	10000	1551	1e-06	1e-06	100000	20	0.1551	55814	26477	21235	23959	0	0	0.02991343715407636
BTL-20921-NdnZ-0032	10000	702	1e-06	1e-06	100000	20	0.0703	13652	3969	2799	3325	0	0	0.008714316728896221
BTL-20921-NdnZ-0033	10000	1961	1e-06	1e-06	100000	20	0.1962	73790	30087	30087	20146	0	0	0.022251144107552953
BTL-20921-NdnZ-0034	10000	868	1e-06	1e-06	100000	20	0.0868	20311	7313	9927	7338	0	0	0.0028403166866593204
BTL-20921-NdnZ-0035	10000	486	1e-06	1e-06	100000	20	0.0487	34951	9383	10261	12530	0	0	0.0028738827865639133
BTL-20921-NdnZ-0036	10000	1206	1e-06	1e-06	100000	20	0.1207	33142	15303	15588	15314	0	0	0.00447856708623745
BTL-20921-NdnZ-0037	10000	1984	1e-06	1e-06	100000	20	0.1985	82805	30987	35648	34343	0	0	0.0046354065393387055
BTL-20921-NdnZ-0038	10000	1714	1e-06	1e-06	100000	20	0.1715	94738	27390	28084	29117	0	0	0.003297471647289299
BTL-20921-NdnZ-0039	10000	1396	1e-06	1e-06	100000	20	0.1396	27121	5765	11118	6855	0	0	0.0010921784046534378
BTL-20921-NdnZ-0040	10000	438	1e-06	1e-06	100000	20	0.0438	2254	527	479	850	0	0	0.0024308884828060204
BTL-20921-NdnZ-0041	10000	1783	1e-06	1e-06	100000	20	0.1784	49412	15496	22593	17746	0	0	0.0021695592137894485
BTL-20921-NdnZ-0042	10000	837	1e-06	1e-06	100000	20	0.0837	31829	15031	13031	15211	0	0	0.004724799670941309
BTL-20921-NdnZ-0043	10000	1640	1e-06	1e-06	100000	20	0.1640	23831	5267	8433	7620	0	0	0.0028765060809338733
BTL-20921-NdnZ-0044	10000	1165	1e-06	1e-06	100000	20	0.1166	26984	5799	9938	11533	0	0	0.0028603989388798104
BTL-20921-NdnZ-0045	10000	720	1e-06	1e-06	100000	20	0.0721	60301	13603	12249	28410	0	0	0.0036454793172027962
BTL-20921-NdnZ-0046	10000	1953	1e-06	1e-06	100000	20	0.1954	46247	14392	16632	9481	0	0	0.024154816482762662
BTL-20921-NdnZ-0047	10000	357	1e-06	1e-06	100000	20	0.0357	45112	18346	11206	15162	0	0	0.01703338052520813
BTL-20921-NdnZ-0048	10000	1312	1e-06	1e-06	100000	20	0.1313	46216	11057	14767	12858	0	0	0.000563755915270401
BTL-20921-NdnZ-0049	10000	251	1e-06	1e-06	100000	20	0.0251	48155	14410	13950	18641	0	0	0.0005939733767420346
BTL-20921-NdnZ-0050	10000	1124	1e-06	1e-06	100000	20	0.1124	4279	1586	1147	1400	0	0	0.00907369082842945
BTL-20921-NdnZ-0051	10000	542	1e-06	1e-06	100000	20	0.0542	66122	24279	19577	19963	0	0	0.08722191223947592
BTL-20921-NdnZ-0052	10000	469	1e-06	1e-06	100000	20	0.0470	24157	10483	11695	8151	0	0	0.04242000741898647
BTL-20921-NdnZ-0053	10000	1108	1e-06	1e-06	100000	20	0.1109	56284	22024	17670	26218	0	0	0.0033938795316434413
